桂巷新村,2室1厅,68.65平米,394,57393元/平,2020.05.10,南北,简装,低楼层(共17层),1989年建塔楼
保利天鹅语,4室2厅,162.97平米,667,40928元/平,2020.05.10,南北,精装,中楼层(共29层),2014年建板楼
崧泽华城华中苑,2室1厅,80.23平米,171,21314元/平,2020.05.10,南北,毛坯,高楼层(共18层),2014年建板楼
菊泉新城(菊盛路50弄),3室1厅,95.11平米,374,39323元/平,2020.05.10,南北,精装,低楼层(共6层),2005年建板楼
共富三村,2室2厅,87.51平米,333,38053元/平,2020.05.10,南,简装,低楼层(共6层),2001年建板楼
微山二村,2室1厅,46.49平米,282,60659元/平,2020.05.10,南,精装,中楼层(共6层),1984年建板楼
金榜家园,3室2厅,114.56平米,335,29199元/平,2020.05.10,南北,精装,高楼层(共6层),2006年建板楼
长风二村长风馨苑,1室1厅,43.69平米,250,57222元/平,2020.05.10,南,简装,低楼层(共14层),1984年建塔楼
怒江苑,3室2厅,111.71平米,802,71794元/平,2020.05.10,南北,精装,高楼层(共6层),1998年建板楼
兰花清苑,2室1厅,71.33平米,199,27899元/平,2020.05.10,南,简装,中楼层(共14层),2013年建板楼
象源丽都,2室2厅,121.68平米,800,65747元/平,2020.05.10,南北,精装,中楼层(共24层),2010年建板楼
真光第四小区,1室1厅,53.49平米,240,44869元/平,2020.05.10,南,简装,高楼层(共6层),1996年建板楼
巨龙台湾城,2室2厅,84.12平米,180,21399元/平,2020.05.10,南,毛坯,中楼层(共6层),2005年建板楼
潍坊十村,2室1厅,59.47平米,458,77014元/平,2020.05.10,南,简装,高楼层(共6层),1985年建板楼
龙南公寓,1室2厅,61.24平米,337,55030元/平,2020.05.10,南,毛坯,低楼层(共7层),2006年建板楼
华业小区,2室0厅,55.68平米,427,76689元/平,2020.05.10,南,毛坯,低楼层(共2层),1924年建平房
绿地香颂(奉贤)(别墅),4室2厅,213平米,294,13780元/平,2020.05.10,南,其他,低楼层(共3层),2011年建板楼
崮山小区一街坊,2室1厅,64.28平米,606,94276元/平,2020.05.10,南,简装,中楼层(共6层),1999年建板楼
长丰坊,2室1厅,57.43平米,353,61467元/平,2020.05.10,南,精装,高楼层(共6层),1993年建板楼
绿地香颂(奉贤)(公寓),2室1厅,61.89平米,1,156元/平,2020.05.10,南,毛坯,高楼层(共8层),2012年建板楼
九峰小区,2室1厅,58.26平米,214,36664元/平,2020.05.10,南,简装,中楼层(共6层),1995年建板楼
东兰兴城(东兰新村),2室2厅,82.75平米,463,55952元/平,2020.05.10,南,精装,中楼层(共6层),1996年建板楼
潍坊十村,2室1厅,57.49平米,450,78275元/平,2020.05.10,南,毛坯,低楼层(共6层),1985年建板楼
潍坊六村,1室0厅,36.8平米,376,102174元/平,2020.05.10,南,精装,中楼层(共6层),1983年建板楼
菊泉新城(陆翔路358弄),2室1厅,70.81平米,284,40058元/平,2020.05.10,南北,精装,低楼层(共6层),2005年建板楼
新高苑(四期),2室2厅,85.42平米,409,47882元/平,2020.05.10,南,简装,中楼层(共11层),2013年建板楼
旭辉锦庭,2室2厅,76.23平米,239,31314元/平,2020.05.10,南,精装,高楼层(共18层),2014年建板楼
三八新村,2室2厅,91.5平米,204,22296元/平,2020.05.10,南,简装,高楼层(共6层),1994年建板楼
欧四小区,2室1厅,53.6平米,355,66232元/平,2020.05.10,南北,精装,低楼层(共6层),1986年建板楼
九歌花园,2室2厅,91.24平米,588,64446元/平,2020.05.10,南北,简装,低楼层(共12层),2003年建板楼
沁春园一村,2室1厅,70.07平米,294,41906元/平,2020.05.10,南,简装,低楼层(共6层),1994年建板楼
锦博苑,1室1厅,55.39平米,337,60842元/平,2020.05.10,南,简装,低楼层(共6层),2007年建板楼
